"_id","org_name","org_http","org_email","org_cache_mode","org_parent_id","org_cache_address","org_address_index","org_address_region","org_address_district","org_address_city","org_address_street","org_address_building","org_address_corp","org_address_street2","org_address_building2","org_address_corp2","org_address_other","org_address_x","org_address_y","org_small_name"
"12916","СБЕРБАНК РФ платежный терминал","","","пн. - пт. 09 - 18 сб. вс. 00:00 - 23:59 ","0","г. Владикавказ, пер. Покровский 1 филиал Миграционной службы","","1","0","1","150","1","","0","","","филиал Миграционной службы","43.035691","44.673988","сбербанк рф платежный терминал"
"12917","СБЕРБАНК РФ платежный терминал","","","пн. - пт. 09 - 18 сб. вс. 00:00 - 23:59 ","0","г. Владикавказ, пр-т. Коста 21 д/о №03","","1","0","1","15","21","","0","","","д/о №03","43.00926","44.675131","сбербанк рф платежный терминал"
"12918","СБЕРБАНК РФ платежный терминал","","","пн. - пт. 09 - 18 сб. вс. 00:00 - 23:59 ","0","г. Владикавказ, ул. Коцоева 68 Управление отд-я","","1","0","1","106","68","","0","","","Управление отд-я","43.030074","44.673622","сбербанк рф платежный терминал"
"12919","СБЕРБАНК РФ платежный терминал","","","пн. - пт. 09 - 18 сб. 09 - 15 ","0","г. Владикавказ, ул. Миллера 1 д/о №01","","1","0","1","166","1","","0","","","д/о №01","43.03096","44.679221","сбербанк рф платежный терминал"
"12920","СБЕРБАНК РФ платежный терминал","","","пн. - пт. 09 - 18 сб. вс. 00:00 - 23:59 ","0","г. Владикавказ, ул. Кирова 17 ","","1","0","1","105","17","","0","","","","43.033743","44.672017","сбербанк рф платежный терминал"
"12921","СБЕРБАНК РФ платежный терминал","","","пн. - пт. 09 - 18 сб. вс. 00:00 - 23:59 ","0","г. Владикавказ, ул. Пожарского 3 ","","1","0","1","62","3","","0","","","","43.05862","44.663402","сбербанк рф платежный терминал"
"12922","СБЕРБАНК РФ платежный терминал","","","пн. - пт. 09 - 18 сб. вс. 00:00 - 23:59 ","0","г. Владикавказ, пр-т. Коста 224 д/о №08","","1","0","1","15","224","","0","","","д/о №08","43.03857","44.663425","сбербанк рф платежный терминал"
"12923","СБЕРБАНК РФ платежный терминал","","","пн. - пт. 09 - 18 сб. вс. 00:00 - 23:59 ","0","г. Владикавказ, пр-т. Ген.Доватора 21 ","","1","0","1","4","21","","0","","","","43.019788","44.658136","сбербанк рф платежный терминал"
"12924","СБЕРБАНК РФ платежный терминал","","","пн. - пт. 09 - 18 сб. вс. 00:00 - 23:59 ","0","г. Владикавказ, ул. Московская 37 д/о №09","","1","0","1","13","37","","0","","","д/о №09","43.052147","44.640982","сбербанк рф платежный терминал"
"12925","СБЕРБАНК РФ платежный терминал","","","пн. 00:00 - 23:59 вт. - пт. 09 - 17 сб. сб. 10 - 17 ","0","г. Владикавказ, ул. Морских пехотинцев 9 д/о №20","","1","0","1","12","9","","0","","","д/о №20","43.040176","44.636041","сбербанк рф платежный терминал"
"12926","СБЕРБАНК РФ платежный терминал","","","пн. - пт. 09 - 18 сб. вс. 00:00 - 23:59 ","0","г. Владикавказ, ул. Ген.Дзусова 3 6 ","","1","0","1","9","3","6","0","","","","43.05265","44.635623","сбербанк рф платежный терминал"
"12927","СОДЕЙСТВИЕ микрофинансирование","","sodeystvie_ooo@mail.ru","10 - 18 ","0","г. Владикавказ, ул. Джанаева 42 ","","1","0","1","183","42","","0","","","","43.033883","44.689407","содействие микрофинансирование"
"12928","СПРАВОЧНАЯ СЛУЖБА АПТЕК","","","08 - 21 ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","справочная служба аптек"
"12929","УЮТ магазин","","","10 - 19 ","0","г. Владикавказ, ул. Ген.Плиева 23 ","","1","0","1","119","23","","0","","","","43.019204","44.67567","уют магазин"
"12930","САЮРИ","","","10 - 20 ","0","г. Владикавказ, ул. Джанаева 55 ","","1","0","1","183","55","","0","","","","0.0","0.0","саюри"
"12931","САЮРИ филиал","","","10 - 20 ","0","г. Владикавказ, ул. Ватутина 37 ","","1","0","1","199","37","","0","","","","43.030315","44.689868","саюри филиал"
"12932","TIMESPORT.RU","www.timesport.ru","","10 - 19 ","0","г. Владикавказ, ул. Коцоева 105 ","","1","0","1","106","105","","0","","","","0.0","0.0","timesport.ru"
"12933","ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ","www.cit15.ru","mail@cit15.ru","09 - 18 вых.: сб. вс. ","0","г. Владикавказ, ул. Шмулевича 8 а ","","1","0","1","229","8 а","","0","","","","0.0","0.0","центр информационных технологий"
"12934","МАГИЯ филиал","","","10 - 19 ","0","г. Владикавказ, ул. Бородинская 36 ","","1","0","1","194","36","","0","","","","43.02593","44.687512","магия филиал"
"12935","M' BEAUTY","","","09 - 19 ","0","г. Владикавказ, ул. Николаева 25 ","","1","0","1","59","25","","0","","","","43.061278","44.666757","m' beauty"
"12936","АКВА ПЛЮС","","","10 - 19 ","0","г. Владикавказ, пр-т. Коста 157 а ","","1","0","1","15","157 а","","0","","","","43.02551","44.668196","аква плюс"
"12937","ЖИВИЦА аптека","","","","0","г. Владикавказ, ул. Зортова 5 ","","1","0","1","160","5","","0","","","","43.039674","44.670068","живица аптека"
"12938","PIXEL фотовидеостудия","","","09 - 18 вых.: вс. ","0","г. Владикавказ, ул. Леонова 6 ","","1","0","1","30","6","","0","","","","43.054422","44.656428","pixel фотовидеостудия"
"12939","МАСТЕР-ХОЛОД установка и ремонт кондиционеров","","","10 - 19 ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","мастер-холод установка и ремонт кондиционеров"
"12940","FAVORITE салон красоты","","","10 - 19 ","0","г. Владикавказ, ул. Леонова 5 1 ","","1","0","1","30","5","1","0","","","","43.053892","44.655578","favorite салон красоты"
"12941","MONE салон красоты","","","10 - 19 ","0","г. Владикавказ, ул. Бородинская 31 /ул. Церетели ","","1","0","1","194","31","","204","","","","43.026146","44.687928","mone салон красоты"
"12942","ВИННИ детский магазин","","","10 - 19 ","0","г. Владикавказ, ул. Бутырина 12 ","","1","0","1","202","12","","0","","","","43.026973","44.687254","винни детский магазин"
"12943","КЛАССНЫЙ ПЕКАРЬ домашняя выпечка","","","08 - 19 ","0","г. Владикавказ, ул. Галковского 235 а ","","1","0","1","16","235 а","","0","","","","0.0","0.0","классный пекарь домашняя выпечка"
"12944","ГОРОД салон красоты","","","10 - 20 ","0","г. Владикавказ, ул. Маяковского 20 ","","1","0","1","184","20","","0","","","","43.03315","44.681054","город салон красоты"
"12945","AK-STAR филиал","","","10 - 19 ","0","г. Владикавказ, ул. Кирова 30 ","","1","0","1","105","30","","0","","","","43.034438","44.677824","ak-star филиал"
"12946","MR. DOORS ателье мебели","www.mebel.ru","","пн. - пт. 11 - 19 сб. 11 - 18 вых.: вс. ","0","г. Владикавказ, ул. Церетели 15 ","","1","0","1","204","15","","0","","","","43.025671","44.688329","mr. doors ателье мебели"
"12947","ТЕМПБАНК","","","09 - 18 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Мира 49 /ул. Никитина 17 ","","1","0","1","180","49","","186","17","","","43.033209","44.67967","темпбанк"
"12948","BURATI интерьерный салон","www.burati.ru","burati.design@gmail.com","10 - 19 ","0","г. Владикавказ, ул. Бородинская 29 ","","1","0","1","194","29","","0","","","","43.027529","44.688123","burati интерьерный салон"
"12949","ЛЕГЕНДА фитнес-клуб","www.legenda-fitnesclub.ru","","10 - 21 вых.: вс. ","0","г. Владикавказ, пр-т. Ген.Доватора 254 а ","","1","0","1","4","254 а","","0","","","","43.045512","44.641423","легенда фитнес-клуб"
"12950","СИНЯЯ ПТИЦА школа-студия","","","09 - 21 ","0","г. Владикавказ, пл. Фонтанов ","","1","0","1","939","","","0","","","","0.0","0.0","синяя птица школа-студия"
"12951","SO LOVE агентство недвижимости","","so.love.2013@mail.ru","10 - 18 вых.: вс. ","0","г. Владикавказ, ул. Лермонтовская 9 ","","1","0","1","237","9","","0","","","","43.030552","44.694724","so love агентство недвижимости"
"12952","SO LOVE салон Вашего отдыха","","so.love.2013@mail.ru","10 - 18 вых.: вс. ","0","г. Владикавказ, ул. Лермонтовская 9 ","","1","0","1","237","9","","0","","","","43.030552","44.694724","so love салон вашего отдыха"
"12953","SERVICE фирма","","","11 - 19 вых.: вс. ","0","г. Владикавказ, ул. Гугкаева 3 ","","1","0","1","18","3","","0","","","","43.051365","44.652999","service фирма"
"12954","ВИКТОРИЯ салон красоты","","","09 - 20 ","0","г. Владикавказ, ул. Тельмана 64 ","","1","0","1","67","64","","0","","","","0.0","0.0","виктория салон красоты"
"12955","ТИТАН","","","09 - 18 ","0","г. Владикавказ, ул. 5-я Промышленная 1 ","","1","0","1","306","1","","0","","","","0.0","0.0","титан"
"12956","GRAND SERVISE","","","08:30 - 20:00 ","0","г. Владикавказ, ул. К.Кесаева 152 ","","1","0","1","23","152","","0","","","","0.0","0.0","grand servise"
"12957","GRAND SERVISE автомойка","","","круглосуточно","0","г. Владикавказ, ул. К.Кесаева 152 ","","1","0","1","23","152","","0","","","","0.0","0.0","grand servise автомойка"
"12958","АВИАСЕРВИС-ЮГ","","avia.service-jug@rambler.ru","09 - 19 ","0","г. Владикавказ, пр-т. Коста 281 ","","1","0","1","15","281","","0","","","","43.055816","44.645051","авиасервис-юг"
"12959","ДИПЛОМАТ","","","09:30 - 19:00 ","0","г. Владикавказ, пр-т. Коста 282 1 ","","1","0","1","15","282","1","0","","","","43.053053","44.65235","дипломат"
"12960","ИНФИНИУМ соляная пещера","","","","0","г. Владикавказ, ул. Весенняя 15 а /ул. Цоколаева 26 ","","1","0","1","6","15 а","","14","26","","","43.040343","44.630759","инфиниум соляная пещера"
"12961","АЛЬЯНС консалтинговое агентство","","","09 - 20 вых.: вс. ","0","г. Владикавказ, ул. Никитина 22 3 этаж, офис №5","","1","0","1","186","22","","0","","","3 этаж, офис №5","43.033603","44.680915","альянс консалтинговое агентство"
"12962","МИР АКСЕССУАРОВ","","aks@alania-gsm.ru","пн. - пт. 10 - 19 сб. 10 - 18 вых.: вс. ","0","г. Владикавказ, ул. Ватутина 58 маг. ""Ас-Мадзал"", 1 этаж","","1","0","1","199","58","","0","","","маг. ""Ас-Мадзал"", 1 этаж","43.030047","44.690502","мир аксессуаров"
"12963","ПРОЕКТИРОВАНИЕ ИНДИВИДУАЛЬНОГО ОТОПЛЕНИЯ","","","10 - 17 вых.: сб. вс. ","0","г. Владикавказ, ул. Никитина 22 3 этаж, офис №14","","1","0","1","186","22","","0","","","3 этаж, офис №14","43.03361","44.680897","проектирование индивидуального отопления"
"12964","БЕЛЛАДОННА филиал","","","09:30 - 21:00 ","0","г. Владикавказ, ул. Иристонская 44 а супермаркет =Магнит=","","1","0","1","46","44 а","","0","","","супермаркет =Магнит=","43.070361","44.661418","белладонна филиал"
"12965","ЭКСПРЕСС ДЕНЬГИ","www.expressdengi.info","","10 - 19 вых.: сб. вс. ","0","г. Владикавказ, ул. Ватутина 24 ","","1","0","1","199","24","","0","","","","43.021941","44.691748","экспресс деньги"
"12966","ГЕОДЕЗИСТ","","geodezist15@gmail.com","09 - 18 вых.: сб. вс. ","0","г. Владикавказ, ул. Вахтангова 18 ","","1","0","1","336","18","","0","","","","43.032422","44.681369","геодезист"
"12967","ОРИФЛЕЙМ","www.oriflame.ru","","10 - 18 вых.: вс. ","0","г. Владикавказ, ул. Никитина 22 3 этаж, офис №4","","1","0","1","186","22","","0","","","3 этаж, офис №4","43.033608","44.680916","орифлейм"
"12968","АРИЯ","","","09 - 20 ","0","г. Владикавказ, ул. Тельмана 64 ","","1","0","1","67","64","","0","","","","0.0","0.0","ария"
"12969","СТЕКЛО, ОРГСТЕКЛО, ЗЕРКАЛО","","iriston-1985@mail.ru","09 - 18 вых.: пн. ","0","г. Владикавказ, ул. Пушкинская 43 ","","1","0","1","260","43","","0","","","","43.034216","44.696773","стекло, оргстекло, зеркало"
"12970","МЕТАЛЛОИЗДЕЛИЯ, КОВАНАЯ МЕБЕЛЬ","","","09 - 19 вых.: вс. ","0","г. Владикавказ, ул. Пожарского 43 ","","1","0","1","62","43","","0","","","","0.0","0.0","металлоизделия, кованая мебель"
"12971","GUTSATI","","","10 - 18 ","0","г. Владикавказ, ул. Коцоева 63 2 этаж","","1","0","1","106","63","","0","","","2 этаж","43.024927","44.675959","gutsati"
"12972","TORK-АЛАНИЯ","www.tork-alania.ru","tork-alania2011@yandex.ru","09 - 19 вых.: вс. ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","tork-алания"
"12973","ВЕНЕЦИЯ салон посуды","","","11 - 19 вых.: вс. ","0","г. Владикавказ, ул. Цаголова 26 ","","1","0","1","219","26","","0","","","","43.018904","44.683511","венеция салон посуды"
"12974","ПЕРВЫЙ ОКОННЫЙ ЗАВОД","","","09 - 19 вых.: вс. ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","первый оконный завод"
"12975","ГЛОБАЛЬНЫЕ КОСМИЧЕСКИЕ СИСТЕМЫ СПАСЕНИЯ ЖИЗНИ ЧЕЛОВЕКА","www.glonasyg.ru","glonasyg@mail.ru","09 - 18 вых.: вс. ","0","г. Владикавказ, ул. Ардонская 218 ","","1","0","1","96","218","","0","","","","43.036331","44.661992","глобальные космические системы спасения жизни человека"
"12976","ВОЗРОЖДЕНИЕ агентство недвижимости","","","10 - 18 ","0","г. Владикавказ, ул. Весенняя 1 а ","","1","0","1","6","1 а","","0","","","","43.034444","44.637688","возрождение агентство недвижимости"
"12977","ТЕРЕМОК служба быта","","","09 - 21 ","0","г. Владикавказ, ул. Джанаева 42 ДЦ =Глобус=, офис №701","","1","0","1","183","42","","0","","","ДЦ =Глобус=, офис №701","43.033888","44.689419","теремок служба быта"
"12978","TIME-CLUB IK","","","12 - 23 ","0","г. Владикавказ, ул. Революции 42 ","","1","0","1","77","42","","0","","","","43.031466","44.683253","time-club ik"
"12979","ЛЮДМИЛА мебельный цех","","","09 - 19 вых.: вс. ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","людмила мебельный цех"
"12980","A.V.E. аптека","","","круглосуточно","0","г. Владикавказ, ул. Весенняя 16 ","","1","0","1","6","16","","0","","","","43.041406","44.631056","a.v.e. аптека"
"12981","A.V.E. филиал","","","круглосуточно","0","Кировский р-н, с. Эльхотово, ул. Кирова 177 в ","","1","3","2","344","177 в","","0","","","","0.0","0.0","a.v.e. филиал"
"12982","КЛИНИНГОВОЕ АГЕНТСТВО","","","09 - 18 ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","клининговое агентство"
"12983","НАТЯЖНЫЕ ПОТОЛКИ","","","09 - 20 ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","натяжные потолки"
"12984","САЛМАНОВ ИП","www.photosharm.ru","wed@photosharm.ru","","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","салманов ип"
"12985","ИЗРАМЕД ПЛЮС","","","10 - 19 вых.: пт. сб. ","0","г. Владикавказ, ул. Интернациональная 15 ","","1","0","1","161","15","","0","","","","43.039095","44.678554","израмед плюс"
"12986","МОСКВА магазин посуды и инвентаря для баров, ресторанов и столовых","","","10 - 19 вых.: вс. ","0","г. Владикавказ, пр-т. Коста 281 1 ","","1","0","1","15","281","1","0","","","","43.055805","44.645065","москва магазин посуды и инвентаря для баров, ресторанов и столовых"
"12987","СТАЛИНИСТЫ","","","","0","г. Владикавказ, а/я 1238","362048","1","0","1","0","","","0","","","а/я 1238","0.0","0.0","сталинисты"
"12988","ЗА НАШ ВЛАДИКАВКАЗ общественное движение","","","","0","г. Владикавказ, ул. Ватутина 50 офис №1","","1","0","1","199","50","","0","","","офис №1","43.028009","44.690965","за наш владикавказ общественное движение"
"12989","МЕТЕОР","","","","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","метеор"
"12990","ФЕДЕРАЦИЯ СМЕШАННОГО БОЕВОГО ЕДИНОБОРСТВА (ММА)","","","09 - 21 вых.: вс. ","0","г. Владикавказ, ул. Чапаева 5 ","","1","0","1","90","5","","0","","","","0.0","0.0","федерация смешанного боевого единоборства (мма)"
"12991","БЕЛЬ ПОСТЕЛЬ","","","11 - 19 ","0","г. Владикавказ, ул. Никитина 36 ТЦ =Аля=","362025","1","0","1","186","36","","0","","","ТЦ =Аля=","0.0","0.0","бель постель"
"12992","ФАП С.ДЗАГЕППБАРЗ","","","15 - 18 вых.: сб. вс. ","7956","Ирафский р-н, с. Дзагеппбарз, ","","1","8","159","0","","","0","","","","0.0","0.0","фап с.дзагеппбарз"
"12993","ФАП С.ДОНГАРОН","","","08:30 - 16:00 вых.: вс. ","4083","Пригородный р-н, с. Донгарон, ул. Кирова 5 ","","1","1","122","718","5","","0","","","","0.0","0.0","фап с.донгарон"
"12994","ФАП С.РАЗДОЛЬНОЕ","","","08 - 17 вых.: сб. вс. ","4074","Моздокский р-н, с. Раздольное, ул. Советская 51 ","","1","4","111","940","51","","0","","","","0.0","0.0","фап с.раздольное"
"12995","ФАДАТ оздоровительный комплекс","","","18 - 06 ","0","г. Владикавказ, ул. Кцоева 34 ","","1","0","1","107","34","","0","","","","43.024697","44.659899","фадат оздоровительный комплекс"
"12996","НАРТОН пиво","","","08 - 21 ","0","Правобережный р-н, г. Беслан, пер. Пушкинский 12 ","","1","2","28","941","12","","0","","","","0.0","0.0","нартон пиво"
"12997","ДИГОРИЯ грузовое такси","","","09 - 18 ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","дигория грузовое такси"
"12998","ДИАНА салон красоты","","","10 - 19 ","0","г. Владикавказ, ул. Иристонская 23 ","","1","0","1","46","23","","0","","","","43.059919","44.665073","диана салон красоты"
"12999","МОБИЛЬНЫЙ ШИНОМОНТАЖ","","","09 - 23 ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","мобильный шиномонтаж"
"13000","KING BURGER кафе","","","10 - 02 ","0","г. Владикавказ, ул. Чапаева 42 ","","1","0","1","90","42","","0","","","","43.027816","44.401168","king burger кафе"
"13001","КАРАМЕЛЬКА центр раннего развития","","","пн. - пт. 08 - 20 сб. 08 - 16 вых.: вс. ","0","г. Владикавказ, ул. З.Калоева 178 ","","1","0","1","20","178","","0","","","","43.024683","44.667444","карамелька центр раннего развития"
"13002","IL GUSTO кулинарная школа","","","10 - 18 вых.: вс. ","0","г. Владикавказ, ул. Коцоева 63 ","","1","0","1","106","63","","0","","","","43.024939","44.675953","il gusto кулинарная школа"
"13003","А 5 аптека","","","09 - 22 ","0","г. Владикавказ, пр-т. Коста 100 ","","1","0","1","15","100","","0","","","","43.020478","44.674067","а 5 аптека"
"13004","ПОДАРКИНО","","","10 - 20 ","0","г. Владикавказ, ул. Джанаева 33 ","","1","0","1","183","33","","0","","","","43.032829","44.681044","подаркино"
"13005","BINGO BOOM лотерейный клуб","","","круглосуточно","0","г. Владикавказ, ул. Маркуса /ул. Джанаева ","","1","0","1","3","","","183","","","","43.033022","44.683736","bingo boom лотерейный клуб"
"13006","BORSA","","","10 - 21 ","0","г. Владикавказ, ул. А.Кесаева 2 а ТРЦ =Столица=","","1","0","1","5","2 а","","0","","","ТРЦ =Столица=","43.052715","44.638955","borsa"
"13007","ЗАЩИТНИК магазин","","","10 - 19 ","0","г. Владикавказ, ул. Шмулевича 14 ","","1","0","1","229","14","","0","","","","43.024137","44.702888","защитник магазин"
"13008","ЛЕВЫЙ БЕРЕГ","","","круглосуточно","0","Кировский р-н, с. Эльхотово, ул. Мира 13 ","","1","3","2","554","13","","0","","","","0.0","0.0","левый берег"
"13009","ТЕРЕМОК грузовое такси","","","08 - 21 пер.: 13 - 14 ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","теремок грузовое такси"
"13010","КУРЬЕР профессиональная курьерская служба","www.pro-courier.ru","pro-courier@rambler.ru","09 - 23 ","0","г. Владикавказ, ул. Весенняя 7 а ","","1","0","1","6","7 а","","0","","","","43.037794","44.63448","курьер профессиональная курьерская служба"
"13013","JP GROUP консалтинговая компания","","info@groupjp.ru","10 - 19 ","0","г. Владикавказ, пр-т. Коста 93 4 этаж, офис №401","","1","0","1","15","93","","0","","","4 этаж, офис №401","43.019264","44.673905","jp group консалтинговая компания"
"13014","5.10.15. магазин польской одежды для детей и подростков","www.51015kids.eu","bambini.mall@mail.ru","10 - 20 ","0","г. Владикавказ, пр-т. Мира 40 /ул. Джанаева 18 ","","1","0","1","180","40","","183","18","","","43.032478","44.680533","5.10.15. магазин польской одежды для детей и подростков"
"13015","СПОРТИВНО-ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ СКГМИ","","","09 - 17 ","0","Алагирский р-н, с. Цей, ","","1","5","14","0","","","0","","","","0.0","0.0","спортивно-оздоровительный лагерь скгми"
"13016","LUXE CAFE","","","","0","Правобережный р-н, г. Беслан, ул. Мира 8 а ","","1","2","28","350","8 а","","0","","","","0.0","0.0","luxe cafe"
"13017","СЛУЖБА ДОСТАВКИ","","","09 - 00 ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","служба доставки"
"13018","ВИЗОВОЕ АГЕНТСТВО","","","11 - 18 вых.: вс. ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","визовое агентство"
"13019","TOP SECRET","","","10 - 21 ","0","г. Владикавказ, ул. А.Кесаева 2 а ТРЦ =Столица=","","1","0","1","5","2 а","","0","","","ТРЦ =Столица=","43.052714","44.638954","top secret"
"13020","ЮГ ЛИФТ","","uglift@yandex.ru","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","0","г. Владикавказ, пр-т. Коста 223 ","","1","0","1","15","223","","0","","","","43.040258","44.660666","юг лифт"
"13021","АЛЬШАМ бистро","","","10 - 00 ","0","г. Владикавказ, ул. Ватутина 29 ","","1","0","1","199","29","","0","","","","43.028678","44.69011","альшам бистро"
"13022","ГАЛЕРЕЯ КРАСОТЫ АЛЛЫ БИТАРОВОЙ","","","10 - 20 ","0","г. Владикавказ, ул. Ген.Дзусова 19 ","","1","0","1","9","19","","0","","","","43.048822","44.625849","галерея красоты аллы битаровой"
"13023","ТОЧКА РОСТА детский центр интенсивного развития","www.tochka-rosta.ru","","10 - 19 ","0","г. Владикавказ, пр-т. Коста 288 б 3 этаж","","1","0","1","15","288 б","","0","","","3 этаж","0.0","0.0","точка роста детский центр интенсивного развития"
"13024","ЗДРАВУШКА аптека","","","круглосуточно","0","г. Владикавказ, ул. Джанаева 41 ","","1","0","1","183","41","","0","","","","43.033413","44.68568","здравушка аптека"
"13025","ТЕХИНВЕСТ+","","","10 - 19 пер.: 13 - 14 ","0","г. Владикавказ, ул. Московская 8 ","","1","0","1","13","8","","0","","","","43.058911","44.647506","техинвест+"
"13026","САНТЕХНИК фирма","","","08 - 22 ","0","г. Владикавказ, ","","1","0","1","0","","","0","","","","0.0","0.0","сантехник фирма"
"13027","MENU HOUSE.RU","www.menuhouse.ru","","11 - 23 ","0","г. Владикавказ, ул. А.Кесаева 2 а ТРЦ =Столица=","","1","0","1","5","2 а","","0","","","ТРЦ =Столица=","43.052714","44.638938","menu house.ru"
"13028","ДУМАНИСТИ","","","08 - 23 ","0","г. Владикавказ, ул. Титова 6 /ул. Навагинская 17 ","","1","0","1","171","6","","167","17","","","43.038376","44.672411","думанисти"
"13029","ГИДРОМЕТЦЕНТР","","","09 - 17 пер.: 12 - 13 вых.: сб. вс. ","342","г. Владикавказ, пл. Свободы 5 ","","1","0","1","177","5","","0","","","","43.024734","44.680521","гидрометцентр"
"13030","АПТЕКАРЬ","","","круглосуточно","0","г. Владикавказ, пр-т. Коста 135 ","","1","0","1","15","135","","0","","","","43.023241","44.671591","аптекарь"
"13031","АПТЕКАРЬ филиал","","","09 - 23 ","0","г. Владикавказ, ул. К.Маркса 45 ","","1","0","1","45","45","","0","","","","43.029066","44.670993","аптекарь филиал"
"13032","КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ПРАВОБЕРЕЖНОГО РАЙОНА","","","09 - 18 пер.: 13 - 14 вых.: сб. вс. ","551","Правобережный р-н, г. Беслан, ул. Ген.Плиева 16 1 этаж, каб.№4","","1","2","28","334","16","","0","","","1 этаж, каб.№4","0.0","0.0","комплексный центр социального обслуживания населения правобережного района"
"13033","ТОЧКА БАЛАНСА центр снятия стресса и усталости","","","10 - 22 ","0","г. Владикавказ, ул. К.Маркса 116 ","","1","0","1","45","116","","0","","","","0.0","0.0","точка баланса центр снятия стресса и усталости"
"13034","ALLURE","","","10 - 19 ","0","г. Владикавказ, ул. Пожарского 9 ","","1","0","1","62","9","","0","","","","43.0587","44.667743","allure"
"13035","ФИАН","","","08 - 18 пер.: 13 - 14 ","0","г. Владикавказ, ш. Карцинское 7 ","","1","0","1","231","7","","0","","","","0.0","0.0","фиан"
"13036","КЕРАМА МАРАЦЦИ фирменный магазин","","","10 - 18 вых.: вс. ","0","г. Владикавказ, ул. А.Кесаева 42 ","","1","0","1","5","42","","0","","","","43.042678","44.625426","керама марацци фирменный магазин"
"13037","АЛЛО, ПИЦЦА","","","10 - 22 ","0","Моздокский р-н, г. Моздок, ул. Вокзальная 1 ","363700","1","4","29","514","1","","0","","","","0.0","0.0","алло, пицца"
"13038","КПРФ Ирафское отделение","","","09 - 17 ","666","Ирафский р-н, с. Чикола, ул. А.Макоева 18 АМС","","1","8","25","422","18","","0","","","АМС","0.0","0.0","кпрф ирафское отделение"
"13039","КПРФ Пригородное отделение","","","09 - 16 ","666","Пригородный р-н, с. Октябрьское, Дом Культуры","","1","1","30","0","","","0","","","Дом Культуры","0.0","0.0","кпрф пригородное отделение"
"13040","КПРФ Правобережное отделение","","","09 - 17 ","666","Правобережный р-н, г. Беслан, ул. Победы 102 ","","1","2","28","369","102","","0","","","","0.0","0.0","кпрф правобережное отделение"
"13041","КПРФ Советский РК","","","09 - 18 ","666","г. Владикавказ, ул. Леонова 4 каб.№1","","1","0","1","30","4","","0","","","каб.№1","43.05323","44.656573","кпрф советский рк"
"13042","КПРФ Сталинский РК","","","09 - 18 ","666","г. Владикавказ, ул. Коцоева 17 каб.№14","","1","0","1","106","17","","0","","","каб.№14","43.020538","44.678824","кпрф сталинский рк"
"13043","КПРФ Ленинский РК","","","09 - 18 ","666","г. Владикавказ, ул. Ватутина 17 каб.№101","","1","0","1","199","17","","0","","","каб.№101","43.024809","44.690757","кпрф ленинский рк"
"13044","КПРФ Промышленный РК","","","09 - 18 ","666","г. Владикавказ, ул. Чкалова 4 каб.№1","","1","0","1","174","4","","0","","","каб.№1","43.040387","44.669761","кпрф промышленный рк"
"13045","ALANOV студия мебели","","","10 - 19 вых.: вс. ","0","г. Владикавказ, ул. Тамаева 23 ","","1","0","1","170","23","","0","","","","43.030067","44.685488","alanov студия мебели"
"13046","VENICE бутик итальянской женской одежды","","","10 - 19 вых.: вс. ","0","г. Владикавказ, ул. Тамаева 23 ","","1","0","1","170","23","","0","","","","43.030069","44.685492","venice бутик итальянской женской одежды"
"13047","МАСТЕРСКАЯ ПО РЕМОНТУ ТЕЛЕ-, АУДИО-, АВТОМАГНИТОЛ","","","пн. - пт. 10 - 17 сб. 10 - 14 вых.: вс. ","0","г. Владикавказ, ул. Маркуса 6 2 этаж","","1","0","1","3","6","","0","","","2 этаж","0.0","0.0","мастерская по ремонту теле-, аудио-, автомагнитол"
"13048","МАСТЕРСКАЯ ПО РЕМОНТУ СОТОВЫХ ТЕЛЕФОНОВ","","","пн. - пт. 10 - 17 сб. 10 - 14 вых.: вс. ","0","г. Владикавказ, ул. Маркуса 6 2 этаж","","1","0","1","3","6","","0","","","2 этаж","43.031732","44.684314","мастерская по ремонту сотовых телефонов"
